Item #,Data Order,Data Element,Form Version,Packet,Form ID,UDS Question,Data Type,Data Length,Column 1,Column 2,RANGE1,RANGE2,MISS1,MISS2,MISS3,MISS4,MISS5,MISS6,VAL1,VAL2,VAL3,VAL4,VAL5,VAL6,VAL7,VAL8,VAL9,VAL10,VAL11,VAL12,VAL1D,VAL2D,VAL3D,VAL4D,VAL5D,VAL6D,VAL7D,VAL8D,VAL9D,VAL10D,VAL11D,VAL12D,BLANKS1,BLANKS2,BLANKS3,BLANKS4,BLANKS5,SKIPS1,SKIPS2
7ad6,199,KID4MOE,3,F,A3,Child 4 - Method of evaluation,Num,1,1055,1055,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7ad4 KID4NEU = 8 (N/A),Blank if Question 7ad4 KID4NEU = 9 (Unknown),,,
7ad7,200,KID4AGO,3,F,A3,Child 4 - Age of onset,Num,3,1057,1059,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7ad4 KID4NEU = 8 (N/A),Blank if Question 7ad4 KID4NEU = 9 (Unknown),,,
7ae1,201,KID5MOB,3,F,A3,Child 5 - Birth month,Num,2,1061,1062,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7ae2,202,KID5YOB,3,F,A3,Child 5 - Birth year,Num,4,1064,1067,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7ae3,203,KID5AGD,3,F,A3,Child 5 - Age at death,Num,3,1069,1071,15,110,888,999,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7ae4,204,KID5NEU,3,F,A3,Child 5 - Neurological problem,Num,1,1073,1073,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,"If Question 7ae4 KID5NEU = 8 (N/A), then skip the remaining questions in the row","If Question 7ae4 KID5NEU = 9 (Unknown), then skip the remaining questions in the row"
7ae5,205,KID5PDX,3,F,A3,Child 5 - Primary diagnosis,Num,3,1075,1077,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7ae4 KID5NEU = 8 (N/A),Blank if Question 7ae4 KID5NEU = 9 (Unknown),,,
7ae6,206,KID5MOE,3,F,A3,Child 5 - Method of evaluation,Num,1,1079,1079,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7ae4 KID5NEU = 8 (N/A),Blank if Question 7ae4 KID5NEU = 9 (Unknown),,,
7ae7,207,KID5AGO,3,F,A3,Child 5 - Age of onset,Num,3,1081,1083,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7ae4 KID5NEU = 8 (N/A),Blank if Question 7ae4 KID5NEU = 9 (Unknown),,,
7af1,208,KID6MOB,3,F,A3,Child 6 - Birth month,Num,2,1085,1086,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7af2,209,KID6YOB,3,F,A3,Child 6 - Birth year,Num,4,1088,1091,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7af3,210,KID6AGD,3,F,A3,Child 6 - Age at death,Num,3,1093,1095,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7af4,211,KID6NEU,3,F,A3,Child 6 - Neurological problem,Num,1,1097,1097,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,"If Question 7af4 KID6NEU = 8 (N/A), then skip the remaining questions in the row","If Question 7af4 KID6NEU = 9 (Unknown), then skip the remaining questions in the row"
7af5,212,KID6PDX,3,F,A3,Child 6 - Primary diagnosis,Num,3,1099,1101,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7af4 KID6NEU = 8 (N/A),Blank if Question 7af4 KID6NEU = 9 (Unknown),,,
7af6,213,KID6MOE,3,F,A3,Child 6 - Method of evaluation,Num,1,1103,1103,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7aF4 KID6NEU = 8 (N/A),Blank if Question 7aF4 KID6NEU = 9 (Unknown),,,
7af7,214,KID6AGO,3,F,A3,Child 6 - Age of onset,Num,3,1105,1107,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7aF4 KID6NEU = 8 (N/A),Blank if Question 7aF4 KID6NEU = 9 (Unknown),,,
7ag1,215,KID7MOB,3,F,A3,Child 7 - Birth month,Num,2,1109,1110,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7ag2,216,KID7YOB,3,F,A3,Child 7 - Birth year,Num,4,1112,1115,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7ag3,217,KID7AGD,3,F,A3,Child 7 - Age at death,Num,3,1117,1119,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7ag4,218,KID7NEU,3,F,A3,Child 7 - Neurological problem,Num,1,1121,1121,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,"If Question 7ag4 KID7NEU = 8 (N/A), then skip the remaining questions in the row","If Question 7ag4 KID7NEU = 9 (Unknown), then skip the remaining questions in the row"
7ag5,219,KID7PDX,3,F,A3,Child 7 - Primary diagnosis,Num,3,1123,1125,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7ag4 KID7NEU = 8 (N/A),Blank if Question 7ag4 KID7NEU = 9 (Unknown),,,
7ag6,220,KID7MOE,3,F,A3,Child 7 - Method of evaluation,Num,1,1127,1127,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7ag4 KID7NEU = 8 (N/A),Blank if Question 7ag4 KID7NEU = 9 (Unknown),,,
7ag7,221,KID7AGO,3,F,A3,Child 7 - Age of onset,Num,3,1129,1131,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7ag4 KID7NEU = 8 (N/A),Blank if Question 7ag4 KID7NEU = 9 (Unknown),,,
7ah1,222,KID8MOB,3,F,A3,Child 8 - Birth month,Num,2,1133,1134,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7ah2,223,KID8YOB,3,F,A3,Child 8 - Birth year,Num,4,1136,1139,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7ah3,224,KID8AGD,3,F,A3,Child 8 - Age at death,Num,3,1141,1143,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7ah4,225,KID8NEU,3,F,A3,Child 8 - Neurological problem,Num,1,1145,1145,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,"If Question 7ah4 KID8NEU = 8 (N/A), then skip the remaining questions in the row","If Question 7ah4 KID8NEU = 9 (Unknown), then skip the remaining questions in the row"
7ah5,226,KID8PDX,3,F,A3,Child 8 - Primary diagnosis,Num,3,1147,1149,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7ah4 KID8NEU = 8 (N/A),Blank if Question 7ah4 KID8NEU = 9 (Unknown),,,
7ah6,227,KID8MOE,3,F,A3,Child 8 - Method of evaluation,Num,1,1151,1151,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7ah4 KID8NEU = 8 (N/A),Blank if Question 7ah4 KID8NEU = 9 (Unknown),,,
7ah7,228,KID8AGO,3,F,A3,Child 8 - Age of onset,Num,3,1153,1155,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7ah4 KID8NEU = 8 (N/A),Blank if Question 7ah4 KID8NEU = 9 (Unknown),,,
7ai1,229,KID9MOB,3,F,A3,Child 9 - Birth month,Num,2,1157,1158,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7ai2,230,KID9YOB,3,F,A3,Child 9 - Birth year,Num,4,1160,1163,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7ai3,231,KID9AGD,3,F,A3,Child 9 - Age at death,Num,3,1165,1167,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7ai4,232,KID9NEU,3,F,A3,Child 9 - Neurological problem,Num,1,1169,1169,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,"If Question 7ai4 KID9NEU = 8 (N/A), then skip the remaining questions in the row","If Question 7ai4 KID9NEU = 9 (Unknown), then skip the remaining questions in the row"
7ai5,233,KID9PDX,3,F,A3,Child 9 - Primary diagnosis,Num,3,1171,1173,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7ai4 KID9NEU = 8 (N/A),Blank if Question 7ai4 KID9NEU = 9 (Unknown),,,
7ai6,234,KID9MOE,3,F,A3,Child 9 - Method of evaluation,Num,1,1175,1175,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7ai4 KID9NEU = 8 (N/A),Blank if Question 7ai4 KID9NEU = 9 (Unknown),,,
7ai7,235,KID9AGO,3,F,A3,Child 9 - Age of onset,Num,3,1177,1179,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7ai4 KID9NEU = 8 (N/A),Blank if Question 7ai4 KID9NEU = 9 (Unknown),,,
7aj1,236,KID10MOB,3,F,A3,Child 10 - Birth month,Num,2,1181,1182,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7aj2,237,KID10YOB,3,F,A3,Child 10 - Birth year,Num,4,1184,1187,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7aj3,238,KID10AGD,3,F,A3,Child 10 - Age at death,Num,3,1189,1191,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7aj4,239,KID10NEU,3,F,A3,Child 10 - Neurological problem,Num,1,1193,1193,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,"If Question 7aj4 KID10NEU = 8 (N/A), then skip the remaining questions in the row","If Question 7aj4 KID10NEU = 9 (Unknown), then skip the remaining questions in the row"
7aj5,240,KID10PDX,3,F,A3,Child 10 - Primary diagnosis,Num,3,1195,1197,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7aj4 KID10NEU = 8 (N/A),Blank if Question 7aj4 KID10NEU = 9 (Unknown),,,
7aj6,241,KID10MOE,3,F,A3,Child 10 - Method of evaluation,Num,1,1199,1199,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7aj4 KID10NEU = 8 (N/A),Blank if Question 7aj4 KID10NEU = 9 (Unknown),,,
7aj7,242,KID10AGO,3,F,A3,Child 10 - Age of onset,Num,3,1201,1203,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7aj4 KID10NEU = 8 (N/A),Blank if Question 7aj4 KID10NEU = 9 (Unknown),,,
7ak1,243,KID11MOB,3,F,A3,Child 11 - Birth month,Num,2,1205,1206,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7ak2,244,KID11YOB,3,F,A3,Child 11 - Birth year,Num,4,1208,1211,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7ak3,245,KID11AGD,3,F,A3,Child 11 - Age at death,Num,3,1213,1215,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7ak4,246,KID11NEU,3,F,A3,Child 11 - Neurological problem,Num,1,1217,1217,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,"If Question 7ak4 KID11NEU = 8 (N/A), then skip the remaining questions in the row","If Question 7ak4 KID11NEU = 9 (Unknown), then skip the remaining questions in the row"
7ak5,247,KID11PDX,3,F,A3,Child 11 - Primary diagnosis,Num,3,1219,1221,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7ak4 KID11NEU = 8 (N/A),Blank if Question 7ak4 KID11NEU = 9 (Unknown),,,
7ak6,248,KID11MOE,3,F,A3,Child 11 - Method of evaluation,Num,1,1223,1223,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7ak4 KID11NEU = 8 (N/A),Blank if Question 7ak4 KID11NEU = 9 (Unknown),,,
7ak7,249,KID11AGO,3,F,A3,Child 11 - Age of onset,Num,3,1225,1227,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7ak4 KID11NEU = 8 (N/A),Blank if Question 7ak4 KID11NEU = 9 (Unknown),,,
7al1,250,KID12MOB,3,F,A3,Child 12 - Birth month,Num,2,1229,1230,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7al2,251,KID12YOB,3,F,A3,Child 12 - Birth year,Num,4,1232,1235,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7al3,252,KID12AGD,3,F,A3,Child 12 - Age at death,Num,3,1237,1239,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7al4,253,KID12NEU,3,F,A3,Child 12 - Neurological problem,Num,1,1241,1241,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,"If Question 7al4 KID12NEU = 8 (N/A), then skip the remaining questions in the row","If Question 7al4 KID12NEU = 9 (Unknown), then skip the remaining questions in the row"
7al5,254,KID12PDX,3,F,A3,Child 12 - Primary diagnosis,Num,3,1243,1245,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7al4 KID12NEU = 8 (N/A),Blank if Question 7al4 KID12NEU = 9 (Unknown),,,
7al6,255,KID12MOE,3,F,A3,Child 12 - Method of evaluation,Num,1,1247,1247,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7al4 KID12NEU = 8 (N/A),Blank if Question 7al4 KID12NEU = 9 (Unknown),,,
7al7,256,KID12AGO,3,F,A3,Child 12 - Age of onset,Num,3,1249,1251,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7al4 KID12NEU = 8 (N/A),Blank if Question 7al4 KID12NEU = 9 (Unknown),,,
7am1,257,KID13MOB,3,F,A3,Child 13 - Birth month,Num,2,1253,1254,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7am2,258,KID13YOB,3,F,A3,Child 13 - Birth year,Num,4,1256,1259,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7am3,259,KID13AGD,3,F,A3,Child 13 - Age at death,Num,3,1261,1263,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7am4,260,KID13NEU,3,F,A3,Child 13 - Neurological problem,Num,1,1265,1265,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,"If Question 7am4 KID13NEU = 8 (N/A), then skip the remaining questions in the row","If Question 7am4 KID13NEU = 9 (Unknown), then skip the remaining questions in the row"
7am5,261,KID13PDX,3,F,A3,Child 13 - Primary diagnosis,Num,3,1267,1269,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7am4 KID13NEU = 8 (N/A),Blank if Question 7am4 KID13NEU = 9 (Unknown),,,
7am6,262,KID13MOE,3,F,A3,Child 13 - Method of evaluation,Num,1,1271,1271,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7am4 KID13NEU = 8 (N/A),Blank if Question 7am4 KID13NEU = 9 (Unknown),,,
7am7,263,KID13AGO,3,F,A3,Child 13 - Age of onset,Num,3,1273,1275,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7am4 KID13NEU = 8 (N/A),Blank if Question 7am4 KID13NEU = 9 (Unknown),,,
7an1,264,KID14MOB,3,F,A3,Child 14 - Birth month,Num,2,1277,1278,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
